case_id,state_id,event_type,arm,provider_called,provider_status,provider_error,parser_valid,semantic_valid,semantic_correct,oracle_substitution,fallback_used,fairness_pass,input_hash,settings_sha256,common_input_bytes_sha256,normalized_request_sha256,response_sha256,before_state_sha256,after_state_sha256,receipt_sha256,compiled_directive,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,predicate_done,predicate_pending,controller_action_count_before,controller_action_count_after,post_interruption_action_delta,simulator_state_before,simulator_state_after,runtime_git_commit,case_manifest_sha256,semantic_config_sha256,controller_config_sha256,model,reasoning_effort,temperature,seed,max_completion_tokens,retry_budget,repair_budget,reserved_states_27_49_consumed,initial_state_sha256,prefix_action_sha256,stability_trace_sha256,warmup_steps,initial_state_indexed
state1_replace,1,replace_pending_goal,cope,True,ok,,True,True,True,False,False,True,e9ae193fad457bda2b2238d3b7c9ce04973bc7cbcfc89090748fac52ac924ccd,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,9c25991827fbd087d37f9a8c96e67bdf134e576ad3376bf55be41a35016cf324,c540e9fd99664f8bac743bf70559c9e1b26cad607f6a2512ee57239595bdae7b,6346376b4ecdd07726d907f6420f18adaeea932591fe4212f40b0cc1c9c976a6,a67efb5cdf10c6585c4a871bf857757c4c5eedf0904eeb650c06b3a5730fd441,24af7576b516828f1d074c4beefbaeb5d9b13262a5f14acfbadc20b86eb9be7f,0239c224c0529531e1a145f43faa0fc37fd8eec6c063dce62f2bd26ddad660d7,put both the alphabet soup and the cream cheese box in the basket,20045,94,246,2.510292,0,,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state1_replace,1,replace_pending_goal,compact_tx,True,ok,,False,False,False,False,False,True,e9ae193fad457bda2b2238d3b7c9ce04973bc7cbcfc89090748fac52ac924ccd,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,9c25991827fbd087d37f9a8c96e67bdf134e576ad3376bf55be41a35016cf324,c540e9fd99664f8bac743bf70559c9e1b26cad607f6a2512ee57239595bdae7b,671446d34540beb9b7aec399f9d5ad7f11def9f78f08a5a95c22ee244556ba64,a67efb5cdf10c6585c4a871bf857757c4c5eedf0904eeb650c06b3a5730fd441,,,,20019,400,983,2.768982,0,CompactTransactionError:compact write path is malformed,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state1_replace,1,replace_pending_goal,fsr_pc,True,ok,,True,False,False,False,False,True,e9ae193fad457bda2b2238d3b7c9ce04973bc7cbcfc89090748fac52ac924ccd,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,9c25991827fbd087d37f9a8c96e67bdf134e576ad3376bf55be41a35016cf324,c540e9fd99664f8bac743bf70559c9e1b26cad607f6a2512ee57239595bdae7b,e6e3b5899741534db5f4279aa7105fcaeed29543ba7a73df4d923b895141ef16,a67efb5cdf10c6585c4a871bf857757c4c5eedf0904eeb650c06b3a5730fd441,dfea8a1e02f74fd52f2e9da8b26184bbdaf0771ee0dd43994c0a42fb8d584d1f,,,19986,801,1878,5.314618,0,FullStateValidationError:full state must contain exactly three task commitments,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state1_cancel,1,cancel_pending_goal,cope,True,ok,,True,True,True,False,False,True,a5e71b105b0686802273a29b1f7e15b99dd77f12054dd223f0ed9bba9b4d711a,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,531e2df0a4e506beae38619c24ec1713ae76ff82eac61e11247f7d85256d031c,100661d69371ec5e5471cf14ff5266098772d3d23f8b373e69441c09c5dbb5e7,d8cca696efcb83434ef665228e05f4dd62099b830ad3ebc168092646e3d32cb0,773352b5f2d7ecf1b3b1aafb1a5bcaf6281ca19b8bdde81091f100815d499e09,baf4f1efb13cf41ee9b27f03c6bfd90d97da9dd1efaf8071a5612a2c676daaf5,652e388bc3dda82ee856f89ebf64aa5d08a6667ecc03f864f7b86861cc740fe6,HALT,20006,67,160,2.147709,0,,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state1_cancel,1,cancel_pending_goal,compact_tx,True,ok,,False,False,False,False,False,True,a5e71b105b0686802273a29b1f7e15b99dd77f12054dd223f0ed9bba9b4d711a,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,531e2df0a4e506beae38619c24ec1713ae76ff82eac61e11247f7d85256d031c,100661d69371ec5e5471cf14ff5266098772d3d23f8b373e69441c09c5dbb5e7,eab245edf8139ac186959c6b497b2dc5d9e8e2dc51799e79ec491adb7b626f3f,773352b5f2d7ecf1b3b1aafb1a5bcaf6281ca19b8bdde81091f100815d499e09,,,,19980,205,480,1.717589,0,CompactTransactionError:compact write path is malformed,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state1_cancel,1,cancel_pending_goal,fsr_pc,True,ok,,True,False,False,False,False,True,a5e71b105b0686802273a29b1f7e15b99dd77f12054dd223f0ed9bba9b4d711a,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,531e2df0a4e506beae38619c24ec1713ae76ff82eac61e11247f7d85256d031c,100661d69371ec5e5471cf14ff5266098772d3d23f8b373e69441c09c5dbb5e7,47d44580334e5c01901f739a7eef73d9f956b7b1478b1d51ab326b57ea20c8fb,773352b5f2d7ecf1b3b1aafb1a5bcaf6281ca19b8bdde81091f100815d499e09,b09514c1bb90b2d7328539c009ad6da3cefbef20443939df5b894a0e1da63ffb,,,19947,667,1496,4.841169,0,FullStateValidationError:commitment lifecycle statuses do not match cancellation,True,False,207,207,0,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,49429515323a0ce2471da0827c3f0411436415d1af5aa6c03eefd4f15fd28d38,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,6d852401fda641d737c1291fe72cfb455603587cfdace60f3007d93c212400e1,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,1
state2_replace,2,replace_pending_goal,cope,True,ok,,True,True,True,False,False,True,96f92fc0e679dc3722f25cc40978e413c36f2eb132683fb7f0ef1aa5618e923f,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,41d5dca01fb0b38ba7604dabeb1db124a3665ed5014e077ef307280e1173f713,47bd5e38c28421580e7fdb76d3d663188abf7643fb1ab9892114ad1d08fd58a8,7eaa8743b6ce91db3adc1eb1633de1d6873fbd6fea9409af2918215ed7d067f1,29c27c87261c5b6838482cef10883b215b7d36339ac96b7c3060b5fd5fcf6cb1,1568326cd0f11779077824e454c4c8e5301097090d04d7b2fb1c2c783aaea7be,14728d403ec5f3e7ab174dfae850a419d9ee63784a6a1ce97a43017f4e376d6e,put both the alphabet soup and the cream cheese box in the basket,18786,91,222,2.480137,0,,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
state2_replace,2,replace_pending_goal,compact_tx,True,ok,,False,False,False,False,False,True,96f92fc0e679dc3722f25cc40978e413c36f2eb132683fb7f0ef1aa5618e923f,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,41d5dca01fb0b38ba7604dabeb1db124a3665ed5014e077ef307280e1173f713,47bd5e38c28421580e7fdb76d3d663188abf7643fb1ab9892114ad1d08fd58a8,483ccdf7b3c0a2c29c2b467b05502ac3c6940cc5b1b73fab1791480726d22a97,29c27c87261c5b6838482cef10883b215b7d36339ac96b7c3060b5fd5fcf6cb1,,,,18760,509,1206,3.831231,0,CompactTransactionError:compact write path is malformed,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
state2_replace,2,replace_pending_goal,fsr_pc,True,ok,,True,False,False,False,False,True,96f92fc0e679dc3722f25cc40978e413c36f2eb132683fb7f0ef1aa5618e923f,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,41d5dca01fb0b38ba7604dabeb1db124a3665ed5014e077ef307280e1173f713,47bd5e38c28421580e7fdb76d3d663188abf7643fb1ab9892114ad1d08fd58a8,27871695f1562a1782bb632949249f230d65292ed5a8ec595e26ef994481adfc,29c27c87261c5b6838482cef10883b215b7d36339ac96b7c3060b5fd5fcf6cb1,20edc51158bb34f65e007fd0092b5626ee53bb04a5bde11b332e826a2caf4578,,,18727,801,1878,4.262192,0,FullStateValidationError:full state must contain exactly three task commitments,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
state2_cancel,2,cancel_pending_goal,cope,True,ok,,True,True,True,False,False,True,1ca33687521d3f76340ac4e0c992a507a4848882c13292afd67cb9e707bb1612,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,9b4355af955c17dc6697007f6b30778edf387baa17325d7656fed6fb0fc9d8eb,23d4476059740aafe8469fa29e9fb45d286b2ff8fbeaf0a6be789b74af6781e1,8667cab0d41dd54bde8834c23ea080c0e5964dea0e92bd0f991c62e7200e8ad0,515c3425e897651bc8a7de494833c5933b846aed305897a3c7bd5e7f24818fa3,66432337fd38ab615ba71ba26b6dbe65f2c55a86b7df1e2bc55fb1f6a42c5b0e,7611ddabd43b213511b7320ad325c45d3bbf935a23d86d95ecc9ca11ae1a465c,HALT,18743,70,155,2.201246,0,,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,0112c0e003c639aa068c83594b63cb88f3417728,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
